term_name,description,field_authority_link,field_date,field_person_alternate_name,field_preferred_name_fuller_form,field_preferred_name_number,field_preferred_name_prefix,field_preferred_name_rest,field_preferred_name_suffix,field_primary_part_of_name,field_unique_id
"Green, Ned",,,,,,,,Ned,,Green,fbd608a1-6d90-40fe-a3a5-c2b2f6fc040b
"Green, Richard H.",,,,,,,,Richard H.,,Green,444e6aab-9ce9-402c-954c-3eb29400071a
"Green, Robert E. (Robert Edward), 1932-",,viaf%%http://viaf.org/viaf/28465258|lcnaf%%http://id.loc.gov/authorities/names/n84027753,1932/,,Robert Edward,,,Robert E.,,Green,03143e6c-1752-4ea5-acf3-0e3cab59e78f
"Green, Sidney",,,,,,,,Sidney,,Green,4b19ed22-710e-4332-8174-5a95829388dd
"Greene, Jack P.",,viaf%%http://viaf.org/viaf/41855581|lcnaf%%http://id.loc.gov/authorities/names/n50030482,,,,,,Jack P.,,Greene,ed1dc73f-37a1-4935-9194-93cb8171ff1c
"Greif, Leonard L., Jr.",,,,,,,,Leonard L.,Jr.,Greif,3a32b6ff-d9cb-469c-a1d4-8a8e61b8c56c
Greif,"Location information: Baltimore, MD, MD",,,,,,,,,Greif,50c29e4f-4d64-475c-acfc-16c450376ec1
"Grew, Joseph C. (Joseph Clark), 1880-1965",,viaf%%http://viaf.org/viaf/20471776|lcnaf%%http://id.loc.gov/authorities/names/n50031486,1880/1965,,Joseph Clark,,,Joseph C.,,Grew,80017e2d-3e31-4b82-9734-e25b67d7838c
"Grosser, Alfred, 1925-",,viaf%%http://viaf.org/viaf/108263051|lcnaf%%http://id.loc.gov/authorities/names/n79134931,1925/,,,,,Alfred,,Grosser,70bb8640-e68c-4288-88a1-5048cc476eeb
"Grossman, Leonard",,,,,,,,Leonard,,Grossman,6afa8515-8505-4d96-afa0-7b0035628297
"Grové, Stefans, 1922-2014",,viaf%%http://viaf.org/viaf/41125331|lcnaf%%http://id.loc.gov/authorities/names/n97050987,1922/2014,,,,,Stefans,,Grové,002e9275-e900-4ffd-b7a7-7a8a335bed07
"Gryder, John",,,,,,,,John,,Gryder,bb702f85-0322-4a6a-a87d-6dee8b4b5977
"Guerin, Paul",,,,,,,,Paul,,Guerin,3018efd0-68cb-42c1-b5f6-96b4880e5fb5
"Guida, Albert","Location information: New York, NY, NY",,,,,,,Albert,,Guida,2ea3ad25-36fb-4677-a40d-119731963b50
"Guier, William H., 1926-2011",,,1926/2011,,,,,William H.,,Guier,8d478c4b-d9cb-47ac-92e3-1a100dfdfa73
"Gulley, Wayne",,,,,,,,Wayne,,Gulley,881cc7ba-1c27-4ccb-b6da-47307523589c
"Gurdjian, Elisha Stephens, 1900-1985",,viaf%%http://viaf.org/viaf/3038410|lcnaf%%http://id.loc.gov/authorities/names/n50020340,1900/1985,,,,,Elisha Stephens,,Gurdjian,d5222d56-c186-466d-bfbd-d624ef7ac181
Gutokunst,,,,,,,,,,Gutokunst,49df2e90-41fc-466f-9d2f-e256660710b0
H.T.,,,,,,,,,,H.T.,a287edc0-99d0-498e-a0f5-a923762b6df1
"Haas, Victor",,,,,,,,Victor,,Haas,f6fe381a-9af6-4083-bdb3-445760a1228f
"Haber, Heinz",,viaf%%http://viaf.org/viaf/77527488|lcnaf%%http://id.loc.gov/authorities/names/n50019117,,,,,,Heinz,,Haber,4dd60aee-d935-4e75-94eb-492b9eeee6b4
"Hafstad, Lawrence, 1904-",,lcnaf%%http://id.loc.gov/authorities/names/n83074129,1904/,,,,,Lawrence,,Hafstad,503b20f2-8575-4a1a-bda4-2827bffee240
"Hager, Tina",,,,,,,,Tina,,Hager,74f4e042-b1bb-48c8-a000-ae2c9d6a2fc1
"Haines, C. Grove (Charles Grove), 1906-1976",,viaf%%http://viaf.org/viaf/94449509|lcnaf%%http://id.loc.gov/authorities/names/n88002120,1906/1976,,Charles Grove,,,C. Grove,,Haines,f5e44850-b611-4302-986f-33aac1003c36
"Halberda, Justin",,viaf%%http://viaf.org/viaf/280480652|lcnaf%%http://id.loc.gov/authorities/names/n2012189855,,,,,,Justin,,Halberda,d33dea8f-ec4f-4ce0-9f47-814c21b269f7
"Hall, Anne",Location information: 310 Riverside Drive Apt. 1709 NYC 10025,,,,,,,Anne,,Hall,21376b12-2e9f-4dc5-953c-0917b3c432df
"Hall, David",,,,,,,,David,,Hall,d403c806-a0e1-49c0-b1a7-640ed3eaf538
"Hall, G. Stanley (Granville Stanley), 1844-1924",,viaf%%http://viaf.org/viaf/5024754|lcnaf%%http://id.loc.gov/authorities/names/n50018796,1844/1924,,Granville Stanley,,,G. Stanley,,Hall,a6813c38-b0ec-49d5-8b87-34ce3464eee7
"Hall, Jakey",,,,,,,,Jakey,,Hall,46dc3c34-8d8e-4392-90fc-8e266be59007
"Halperin, John, 1941-2018",,viaf%%http://viaf.org/viaf/34470115|lcnaf%%http://id.loc.gov/authorities/names/n50018475,1941/2018,,,,,John,,Halperin,13a81f76-d374-4f2b-95d8-692469cbe606
"Hamburger, Ferdinand, 1904-1994",,viaf%%http://viaf.org/viaf/71205473|lcnaf%%http://id.loc.gov/authorities/names/no2008094251,1904/1994,,,,,Ferdinand,,Hamburger,82932179-f46e-4793-967f-ccb7ed06ad3c
"Hamerik, Asger, 1843-1923",,viaf%%http://viaf.org/viaf/24791687|lcnaf%%http://id.loc.gov/authorities/names/n87902023,1843/1923,,,,,Asger,,Hamerik,85c02562-7b72-4c37-8fdf-e52cca1e8dac
"Hamilton, William C.","Location information: 2306 Cloville Ave Baltimore 14, MD, MD",,,,,,,William C.,,Hamilton,d53bcc71-4bfb-4ab1-8b6f-80d415c39c09
"Hamilton, William",,,,,,,,William,,Hamilton,139cb1a6-9357-406f-84ad-ba8ee49dc765
"Hamman, Louis, 1877-1946",,viaf%%http://viaf.org/viaf/71299543|lcnaf%%http://id.loc.gov/authorities/names/nr97036079,1877/1946,,,,,Louis,,Hamman,546e7ef4-1726-46fa-9882-5fa51fb179b9
"Hammond, Albert L. (Albert Lanphier), 1892-1970",,viaf%%http://viaf.org/viaf/63271590|lcnaf%%http://id.loc.gov/authorities/names/n96036338,1892/1970,,Albert Lanphier,,,Albert L.,,Hammond,c81b3598-9eba-4cbd-8e1c-0fc8e3fe078c
"Hancock, Elise",,viaf%%http://viaf.org/viaf/191367473|lcnaf%%http://id.loc.gov/authorities/names/n2002153239,,,,,,Elise,,Hancock,bd335f28-922e-4dc4-a21c-18edb5360e50
"Hanfmann, George M. A. (George Maxim Anossov), 1911-1986",,viaf%%http://viaf.org/viaf/56626047|lcnaf%%http://id.loc.gov/authorities/names/n50024272,1911/1986,,George Maxim Anossov,,,George M. A.,,Hanfmann,1651a110-91ef-4ae7-b9c5-dc98b3dc9d50
"Hanna, Stanley",,,,,,,,Stanley,,Hanna,74e40ee6-c7a3-4607-bde7-efd7afcb3c69
"Harberger, Arnold C.",,viaf%%http://viaf.org/viaf/49303086|lcnaf%%http://id.loc.gov/authorities/names/n50020566,,,,,,Arnold C.,,Harberger,ed09fe40-7e3c-459f-adce-e29d53506927
"Harbutt, Charles",Associated information: Magnum Photos,,,,,,,Charles,,Harbutt,ccd097dd-5bd4-45d2-ae4a-39e871b3d2dd
"Hardie, Robert Gordon, 1854-1904",,lcnaf%%http://id.loc.gov/authorities/names/n2007058183|viaf%%http://viaf.org/viaf/6845932,1854/1904,,,,,Robert Gordon,,Hardie,d4e8b115-1ab1-49a8-b8e1-e9f56c3b71bc
"Hardwicke, John W.",,viaf%%http://viaf.org/viaf/11326832|lcnaf%%http://id.loc.gov/authorities/names/n86077960,,,,,,John W.,,Hardwicke,008fe79c-4422-4ec6-8fee-ce9ff26ef5c6
"Hardy, William G. (William George), 1910-",,viaf%%http://viaf.org/viaf/97886904|lcnaf%%http://id.loc.gov/authorities/names/n79041917,1910/,,William George,,,William G.,,Hardy,db9a9d53-77bb-4159-b122-d1ae442ce002
"Hargrow, Minnie",,,,,,,,Minnie,,Hargrow,94de11e5-d6f0-471c-887e-487262202d4e
"Harrison, M. A.",Location information: New York,,,,,,,M. A.,,Harrison,b633e056-9a3c-42ac-8b22-e3eece85f1e6
"Hart, William Sebastian",,,,,,,,William Sebastian,,Hart,c9213651-d90d-4d48-b66e-894e7da1b65c
"Hartmann, Erich, 1922-1999","Location information: New York, NY; New York, NY; New York",viaf%%http://viaf.org/viaf/228963147,1922/1999,,,,,Erich,,Hartmann,5464c8cc-1803-466b-9184-cd43c6892812
Hartsook,,,,,,,,,,Hartsook,558ed88c-8e05-419b-8fa6-74d761f274b3
"Harvey, A. McGehee (Abner McGehee), 1911-1998",,viaf%%http://viaf.org/viaf/54119421|lcnaf%%http://id.loc.gov/authorities/names/n79100833,1911/1998,,Abner McGehee,,,A. McGehee,,Harvey,b4b3b879-f86f-4e54-b976-526f180febb8
"Haskins, Harriet L. (Harriet Louise)",,viaf%%http://viaf.org/viaf/188313160,,,Harriet Louise,,,Harriet L.,,Haskins,0c780d6f-365d-4314-a01e-d5f5e1d149f9
"Haslup, Charles",,,,,,,,Charles,,Haslup,9288aec8-80de-49ea-91b7-4e6e6ea60dfc
"Hassner, Pierre",,viaf%%http://viaf.org/viaf/27127546|lcnaf%%http://id.loc.gov/authorities/names/n79109847,,,,,,Pierre,,Hassner,ef5b8d48-934e-444f-bd37-0c5667f81953
"Haun, Declan",Location information: Chicago,,,,,,,Declan,,Haun,cc53c726-b743-4ac0-a56c-695dd89fc795
"Haupt, Erik Guide, 1891-1984",,ulan%%http://vocab.getty.edu/page/ulan/500054241|viaf%%http://viaf.org/viaf/96042228,1891/1984,,,,,Erik Guide,,Haupt,ea10cb52-d082-4e73-9ddb-57b8d9b3d837
"Haupt, Paul, 1858-1926",,viaf%%http://viaf.org/viaf/37669486|lcnaf%%http://id.loc.gov/authorities/names/n86049967,1858/1926,,,,,Paul,,Haupt,641a879d-ae73-4e42-8fae-534d1a81d537
Haussler,Location information: San Francisco,,,,,,,,,Haussler,1172b20b-2d51-4dcd-8220-a73618edf9b1
"Havens, Raymond Dexter, 1880-1954",,viaf%%http://viaf.org/viaf/49597677|lcnaf%%http://id.loc.gov/authorities/names/n2004009947,1880/1954,,,,,Raymond Dexter,,Havens,a22ac2ea-4487-49de-b287-e9c32f414c55
"Havens, Raymond",,,,,,,,Raymond,,Havens,db2b49a3-42c4-4aa2-858a-ffcb6ef92339
"Hazeltine, Nate",,,,,,,,Nate,,Hazeltine,fe89f917-dc56-4ee5-a81d-c75fbbe581ba
"Heald, Henry Thomas, 1933-",,viaf%%http://viaf.org/viaf/31039602|lcnaf%%http://id.loc.gov/authorities/names/n86867428,1933/,,,,,Henry Thomas,,Heald,40f751ad-d3ee-496d-857b-7f67cd8f14b6
"Heiles, Carl",,viaf%%http://viaf.org/viaf/280408230,,,,,,Carl,,Heiles,f9025f35-5cb4-4e2b-bc9d-decdbce665ce
Heilman,"Location information: Waco, TX, TX",,,,,,,,,Heilman,8d211751-55a2-4659-a6cf-d4cc548ff38a
"Hellmann, David B.",,viaf%%http://viaf.org/viaf/164885336|lcnaf%%http://id.loc.gov/authorities/names/nr2003038395,,,,,,David B.,,Hellmann,2101ee4d-abe7-4eeb-afa1-6e5ddd218940
Hemp,,,,,,,,,,Hemp,29b1d887-72ef-4775-afaa-f611e052c84b
"Henderson, Donald A. (Donald Ainslie), 1928-2016",,viaf%%http://viaf.org/viaf/21706978|lcnaf%%http://id.loc.gov/authorities/names/no91016425,1928/2016,,Donald Ainslie,,,Donald A.,,Henderson,bfd2f9d9-3b22-4ac7-8fe2-a6c8b9ae87b1
"Hendry, Stewart",,,,,,,,Stewart,,Hendry,83c2b0f5-b45d-4478-b473-484fa1db6e25
"Henize, Karl Gordon, 1926-",,viaf%%http://viaf.org/viaf/18545806|lcnaf%%http://id.loc.gov/authorities/names/n81074653,1926/,,,,,Karl Gordon,,Henize,b356b433-77bf-4e6c-9fe2-1eff7c3989f0
"Henry, C. J. (Chester J.)",,viaf%%http://viaf.org/viaf/121243768|lcnaf%%http://id.loc.gov/authorities/names/no2010081829,,,Chester J.,,,C. J.,,Henry,a8067e8b-acce-43cd-b723-3301de0d5287
"Henry, Richard C.",,viaf%%http://viaf.org/viaf/109972377|lcnaf%%http://id.loc.gov/authorities/names/n86867690,,,,,,Richard C.,,Henry,f9d0f885-624c-4c47-8612-4042a4753fc0
"Herring, P.",,,,,,,,P.,,Herring,483b07ef-78bb-4073-878e-e53b22a14e4b
"Herring, R.",,,,,,,,R.,,Herring,3cf995a4-9083-45c4-a109-b3ea2e027053
"Herter, Christian Archibald, 1895-1966",,viaf%%http://viaf.org/viaf/107082649|lcnaf%%http://id.loc.gov/authorities/names/n85156964,1895/1966,,,,,Christian Archibald,,Herter,b6e3ab75-0858-4d3b-a650-aa42d6c938dc
"Hess, Stephen",,viaf%%http://viaf.org/viaf/85284832|lcnaf%%http://id.loc.gov/authorities/names/n50029529,,,,,,Stephen,,Hess,77e6da22-13a9-43bb-aeee-8616dec14874
"Hessemer, Paul",,,,,,,,Paul,,Hessemer,4e9785a2-6596-4f6f-9994-2c003168103e
Heyn,"Location information: Omaha, NB, NB",,,,,,,,,Heyn,658395cb-950e-4132-b061-18e3fc28e82d
"Heyssel, Robert M.",,viaf%%http://viaf.org/viaf/112848269,,,,,,Robert M.,,Heyssel,86f392eb-c488-4ec1-ad37-c43cbc0d4f76
"Hicks, J. T.","Location information: Liberty, MO, MO",,,,,,,J. T.,,Hicks,8269e4e3-e072-479a-ab2b-c24ba56eef6e
"Hieronimus, Robert",,viaf%%http://viaf.org/viaf/55082561|lcnaf%%http://id.loc.gov/authorities/names/n84150581,,,,,,Robert,,Hieronimus,df607dc6-60d9-4120-9311-a827df5f7c8a
"Higgins, F. J.","Location information: Highland Park, NJ, NJ",,,,,,,F. J.,,Higgins,c5c25f88-7e13-4193-9a7d-9fa8decf76d8
"Hill, Barbara B.",,,,,,,,Barbara B.,,Hill,f44eaf50-d319-419c-9e09-e1d99173337d
"Hill, Clayton",,,,,,,,Clayton,,Hill,e579e1fb-6e79-4ec5-aeb6-1b359c7d9a83
"Hill, Martha, 1943-",,viaf%%http://viaf.org/viaf/84873986|lcnaf%%http://id.loc.gov/authorities/names/n80020850,1943/,,,,,Martha,,Hill,a7b06e80-5a5c-42a9-ab4f-90e7b429a3f7
"Hines, Dorothy",,,,,,,,Dorothy,,Hines,8b909137-e3af-438c-a802-916302ebb1e7
"Hines, Marion, 1889-",,viaf%%http://viaf.org/viaf/6448391|lcnaf%%http://id.loc.gov/authorities/names/n87150488,1889/,,,,,Marion,,Hines,f47d190d-6852-40af-974b-06eda5aded67
"Hinshaw, David W.",,,,,,,,David W.,,Hinshaw,ba6e6ba9-4dd8-4057-a3fc-e639c7de0764
"Hiss, Alger",,viaf%%http://viaf.org/viaf/41876492|lcnaf%%http://id.loc.gov/authorities/names/n79059600,,,,,,Alger,,Hiss,667a0dfa-80dd-402b-ab27-624b62634521
Histed,,,,,,,,,,Histed,488ad1ef-abe5-4a02-bd65-b34157858d1c
"Hitler, Adolf, 1889-1945",,viaf%%http://viaf.org/viaf/38190770|lcnaf%%http://id.loc.gov/authorities/names/n79046200,1889/1945,,,,,Adolf,,Hitler,23a4d416-4dd3-41e3-a5a5-d04188aafa49
"Holborn, Frederick L., 1929-",,viaf%%http://viaf.org/viaf/261211074|lcnaf%%http://id.loc.gov/authorities/names/n91080916,1929/,,,,,Frederick L.,,Holborn,64fcd145-8226-4397-a1a1-3ea19952f4e9
"Holborn, Hajo, 1902-1969",,viaf%%http://viaf.org/viaf/27149501|lcnaf%%http://id.loc.gov/authorities/names/n50042244,1902/1969,,,,,Hajo,,Holborn,77d8f657-5f88-4796-a38c-1043709dd088
"Holiday, Kenneth",,,,,,,,Kenneth,,Holiday,bf93e429-f4b0-47f9-bacc-3f038f5afe79
"Holland, John L.",,viaf%%http://viaf.org/viaf/35763123|lcnaf%%http://id.loc.gov/authorities/names/n80136270,,,,,,John L.,,Holland,13e0710e-5dbe-4905-90ef-5b6e01fe30ad
"Hollander, Richard S.",,viaf%%http://viaf.org/viaf/64342467|lcnaf%%http://id.loc.gov/authorities/names/n85346071,,,,,,Richard S.,,Hollander,420b0eb0-e8c7-426d-85d3-39906e8e71af
"Holliday, Clyde T.",,viaf%%http://viaf.org/viaf/48938765|lcnaf%%http://id.loc.gov/authorities/names/no2004049760,,,,,,Clyde T.,,Holliday,780e7dfe-35a2-4f82-a2c7-6ee7c3d18fff
"Hollomon, J. Herbert (John Herbert)",,viaf%%http://viaf.org/viaf/276604387|lcnaf%%http://id.loc.gov/authorities/names/n91092666,,,John Herbert,,,J. Herbert,,Hollomon,fb281f8f-4e39-48f8-8231-44e1a9b003ba
"Holloway, Marge",,,,,,,,Marge,,Holloway,767eb88f-174f-43c4-8df9-2c172655715c
Holmes,,,,,,,,,,Holmes,b741ab62-506a-4886-9aba-ebb7b956332c
"Holton, Helen",,,,,,,,Helen,,Holton,7eb01fe3-d4a6-4930-b0b4-5be1e9045480
"Hopkins, Henry P., Jr.",,,,,,,,Henry P.,Jr.,Hopkins,0840c798-3dda-4fbb-9ec8-e23421391218
"Hopkins, Johns, 1795-1873",,viaf%%http://viaf.org/viaf/55853629|lcnaf%%http://id.loc.gov/authorities/names/n95002768,1795/1873,,,,,Johns,,Hopkins,aa84e651-0141-428a-87ce-181838d37f70
"Hopkins, Samuel",,,,,,,,Samuel,,Hopkins,1b638327-d4c2-4203-8046-fb6f38ef453e
"Hoppin, Joseph Clark, 1870-1925",,viaf%%http://viaf.org/viaf/91767706|lcnaf%%http://id.loc.gov/authorities/names/no2010060574,1870/1925,,,,,Joseph Clark,,Hoppin,e29ffd80-356e-4fb4-bb21-dadd2e173efe
"Horst, John",,,,,,,,John,,Horst,2634c171-3abb-4c4b-95de-4ccc118fe0c7
"Hoskins, Emily",,,,,,,,Emily,,Hoskins,78c8f672-267a-4ec2-a257-38643d0a633d
"Hoskins, Halford Lancaster, 1891-1967",,viaf%%http://viaf.org/viaf/59461612|lcnaf%%http://id.loc.gov/authorities/names/no2003116010,1891/1967,,,,,Halford Lancaster,,Hoskins,d82df233-e21d-4993-a6b1-3fd6c33b0aa9
"Hotz, William",,,,,,,,William,,Hotz,901a9961-f981-43fa-9129-56f7f6a2727d
Houseworth,"Location information: San Francisco, CA, CA",,,,,,,,,Houseworth,a4e52732-b110-4df4-b3ca-c9ba44280f87
"Howard, Donald Roy, 1927-1987",,viaf%%http://viaf.org/viaf/32021521|lcnaf%%http://id.loc.gov/authorities/names/n80086356,1927/1987,,,,,Donald Roy,,Howard,84e79cc9-2430-41ef-a32c-29e4c922f980
"Howard, Peter",,,,,,,,Peter,,Howard,7718f40d-4d1e-4e58-914f-0531efa50dff
"Hubbard, Tom",,,,,,,,Tom,,Hubbard,fa51a687-fe7d-4107-bbe7-79a5dd548bc9
"Huggins, W. H.",,,,,,,,W. H.,,Huggins,53ce96df-a5ce-4721-9552-29dc50786a8c
"Hughes, Elwil",,viaf%%http://viaf.org/viaf/4722332|lcnaf%%http://id.loc.gov/authorities/names/no2007130094,,,,,,Elwil,,Hughes,c8b37e8c-bb88-44a9-9fbd-b4475dd407de
"Hulburt, Edward O. (Edward Olson), 1890-",,viaf%%http://viaf.org/viaf/26108362|lcnaf%%http://id.loc.gov/authorities/names/n87100441,1890/,,Edward Olson,,,Edward O.,,Hulburt,f21abfda-01a4-43d3-a334-5baf608f8fa2
"Hume, John C. (John Chandler), 1911-1998",,viaf%%http://viaf.org/viaf/73222684|lcnaf%%http://id.loc.gov/authorities/names/n2002134391,1911/1998,,John Chandler,,,John C.,,Hume,e53755b9-8085-40ce-bfb8-5f2472adea8f
"Humphries, J. O'Neal",,viaf%%http://viaf.org/viaf/30998966|lcnaf%%http://id.loc.gov/authorities/names/n85363736,,,,,,J. O'Neal,,Humphries,76b4bd4a-7211-4055-be05-cab4cb729f7c
"Huntoon, Robert",,viaf%%http://viaf.org/viaf/48020190|lcnaf%%http://id.loc.gov/authorities/names/n78049381,,,,,,Robert,,Huntoon,21b91af4-d64e-4b02-b66f-0c5fba943da5
"Hurd, Cuthbert Corwin, 1911-1996",,viaf%%http://viaf.org/viaf/75547048|lcnaf%%http://id.loc.gov/authorities/names/n94075110,1911/1996,,,,,Cuthbert Corwin,,Hurd,454e345e-3291-46e3-8fa8-0fd89c4bd92b
Hust-Monroe,,,,,,,,,,Hust-Monroe,737d7ccb-3d8a-4b60-871e-22924cedf40b
"Hutzler, Albert",,,,,,,,Albert,,Hutzler,9ec597cc-5eee-4a09-9016-850e398f8d6d
"Huxley, Thomas Henry, 1825-1895",,viaf%%http://viaf.org/viaf/66511085|lcnaf%%http://id.loc.gov/authorities/names/n79095478,1825/1895,,,,,Thomas Henry,,Huxley,ec051ce5-a2f4-47e9-bbc0-1d3afc4f0e91
"Hyman, Ray",,viaf%%http://viaf.org/viaf/112280219|lcnaf%%http://id.loc.gov/authorities/names/n88297081,,,,,,Ray,,Hyman,aafa8b49-f813-4cf5-85e6-b2dd62f318d6
I.B.,,,,,,,,,,I.B.,331ed05c-7344-4254-9803-d070a66e6b19
"Ide, Carl",,,,,,,,Carl,,Ide,f531163e-d461-49a2-bdda-66a823562bf4
"Iler, Ralph K.",,viaf%%http://viaf.org/viaf/2538759|lcnaf%%http://id.loc.gov/authorities/names/no2004073287,,,,,,Ralph K.,,Iler,7786da4d-3d62-41ce-85ee-35b31b97833c
Ilgenfritz,,,,,,,,,,Ilgenfritz,be09cb2c-8515-4acb-810f-74e7168666d2
"Ingle, Harold",,,,,,,,Harold,,Ingle,9a3f6995-dd8c-4d78-904c-a7d7d328585a
"Ingram, Vernon M.",,viaf%%http://viaf.org/viaf/46861197|lcnaf%%http://id.loc.gov/authorities/names/n85814973,,,,,,Vernon M.,,Ingram,f70f98df-5506-4f68-af3e-69f904c9774d
"Ipsen, Ernest L., 1869-1951",,lcnaf%%http://id.loc.gov/authorities/names/no2017050812|viaf%%http://viaf.org/viaf/95792315,1869/1951,,,,,Ernest L.,,Ipsen,13947844-abec-4a11-acee-5684f2d9ea71
"Ivortundo, L.",Spelling of name uncertain.,,,,,,,L.,,Ivortundo,a18de10c-233e-4559-a868-2466b852fef2
J.C.,,,,,,,,,,J.C.,5ad8dac7-1883-47ed-83f8-6dcd45c06879
J.L.,,,,,,,,,,J.L.,64d9bc18-67e3-4471-a513-9d0ae4ec3fa5
J.M.,,,,,,,,,,J.M.,d9fe4f29-131f-4311-8660-b250322ef891
"Jachniewicz, Jan","Location information: Chase Manhattan Bank, NYC, NYC",,,,,,,Jan,,Jachniewicz,25b63af3-04e8-45fc-b262-89f7042c7130
"Jackley, Dano",,,,,,,,Dano,,Jackley,6872195f-4cf9-4359-8eb9-88eb00e44cb7
"Jackson, Doris",,,,,,,,Doris,,Jackson,cc5f5d2f-47ad-4e7d-ac77-2f06803ec96e
"Jackson, L. M.","Location information: Providence, RI, RI",,,,,,,L. M.,,Jackson,c50f48c1-5bd9-472d-8ac1-50e1a0c4726f
"Jackson, Shirley Ann, 1946-",,viaf%%http://viaf.org/viaf/70975951|lcnaf%%http://id.loc.gov/authorities/names/no95039923,1946/,,,,,Shirley Ann,,Jackson,3da6e9d4-36d1-494b-8f84-a0a0af360bd8
"Jacobsen, Josephine",,viaf%%http://viaf.org/viaf/17268228|lcnaf%%http://id.loc.gov/authorities/names/n50027989,,,,,,Josephine,,Jacobsen,b9950cce-6256-4006-b1d6-62a21a6bdef9
"Jacobson, Wayne E.",,,,,,,,Wayne E.,,Jacobson,efd7dfe5-06e8-42f4-b75a-6f098c43a878
"Jaffee, Ted",,,,,,,,Ted,,Jaffee,3c19456d-c2d7-4497-b270-37fd18adf793
Jaggar,,,,,,,,,,Jaggar,a314c882-6168-439b-9045-80340555cd58
"James, William, 1842-1910",,viaf%%http://viaf.org/viaf/56625773|lcnaf%%http://id.loc.gov/authorities/names/n78095539,1842/1910,,,,,William,,James,425337a3-6b29-4f55-9275-dfa376489fe5
Janvier,,,,,,,,,,Janvier,70a76ad7-1ba3-4c70-bf94-5f784bf945d3
Jeffres,,,,,,,,,,Jeffres,cfb4c641-a986-4117-af5b-674d4e474a05
Jenkins,"Location information: Hagerstown, MD, MD",,,,,,,,,Jenkins,84626b1c-84b5-48bb-a956-04eee3dfa04e
"Jensen, Carl",,,,,,,,Carl,,Jensen,dd56209b-37e1-4a6e-9b2f-cec64795239f
"Johansen, John C. (John Christen), 1876-1964",,lcnaf%%http://id.loc.gov/authorities/names/nr98029584|viaf%%http://viaf.org/viaf/76231539,1876/1964,,John Christen,,,John C.,,Johansen,a1a4f9c5-4a02-4238-9a9c-7bb571cfc7a5
"Johns, Michael M. E.",,viaf%%http://viaf.org/viaf/63496220|lcnaf%%http://id.loc.gov/authorities/names/n2009180355,,,,,,Michael M. E.,,Johns,ae5fb6f1-5b61-4da4-bdd5-a6478829740a
"Johns, Richard J., 1925-",,viaf%%http://viaf.org/viaf/220851144|lcnaf%%http://id.loc.gov/authorities/names/n2011186396,1925/,,,,,Richard J.,,Johns,a0d1a1d8-4d04-4b48-88e9-9d0cdb3ba755
"Johnson, Buford Jeanette",,,,,,,,Buford Jeanette,,Johnson,d6d63cfc-ba55-4c82-b0fb-73bc81f8e534
"Johnson, Lyndon B. (Lyndon Baines), 1908-1973",,viaf%%http://viaf.org/viaf/92989169|lcnaf%%http://id.loc.gov/authorities/names/n80005801,1908/1973,,Lyndon Baines,,,Lyndon B.,,Johnson,64ba23bf-6476-48e2-a80a-114c1212f3f3
"Johnson, Russell, 1924-2014",,viaf%%http://viaf.org/viaf/86997672|lcnaf%%http://id.loc.gov/authorities/names/n86075638,1924/2014,,,,,Russell,,Johnson,7b6c6838-78aa-463e-9f75-034f5e751f5b
Johnson,,,,,,,,,,Johnson,b21bb83d-381e-4531-9570-169e8dee6519
"Johnston, Frances Benjamin, 1864-1952",,viaf%%http://viaf.org/viaf/27219666,1864/1952,,,,,Frances Benjamin,,Johnston,7ebb6ab9-68f9-45c9-848a-fb27e0255b17
"Johnston, Frances",,,,,,,,Frances,,Johnston,df09d9df-b52b-4a69-943a-5da55a065d18
"Joli, Warren","Location information: Danbury, CT, CT",,,,,,,Warren,,Joli,3ff5aa54-9f5e-4864-b49c-98364b9345ff
"Jones, Chuck, 1912-2002",,viaf%%http://viaf.org/viaf/118215878|lcnaf%%http://id.loc.gov/authorities/names/n79136357,1912/2002,,,,,Chuck,,Jones,63e0b8b4-9d12-461a-aa4e-8a569edcad4d
"Jones, H. E.",,,,,,,,H. E.,,Jones,f55e6613-fce8-41fa-aef7-2db9cf1172d2
"Jones, Nicholas P. (Nicholas Patrick)",,,,,Nicholas Patrick,,,Nicholas P.,,Jones,332a674d-adba-4acd-afd2-5fb83024fdd4
"Jones, Ross",Associated information: JHU Alum 1953,viaf%%http://viaf.org/viaf/91930626|lcnaf%%http://id.loc.gov/authorities/names/n85065893,,,,,,Ross,,Jones,37959f60-1f97-4b63-abee-7fd484e6ceb0
"Jordan, Bryce",,viaf%%http://viaf.org/viaf/78495615|lcnaf%%http://id.loc.gov/authorities/names/no2004084925,,,,,,Bryce,,Jordan,887797c5-5c8b-4af3-8158-f6404ae4ed45
"Judd, Sewanee",Location information: TN?,,,,,,,Sewanee,,Judd,5142090c-f17d-4d63-b2d5-77f503d6852e
Kaiden-Keystone,Location information: New York,,,,,,,,,Kaiden-Keystone,17d93916-2174-4ab0-8773-3c1eab97bce9
Kalden Kazanjian,,,,,,,,,,Kalden Kazanjian,ce5eb2eb-b84a-4ec8-8730-7888c455dd5e
"Kane, Paul",,,,,,,,Paul,,Kane,64289b2a-721a-41c4-85db-c4b1f84df787
